ray1,ray2,ray3,ray4,ray5,kartx,karty,kartz,time,action
-1,6.520287,4.611088,6.490477,4.588913,15.98891,0.2640905,3.105252,0.1027387,NONE
-1,6.520153,4.611086,6.490611,4.588915,15.98891,0.27277,3.105133,0.2022511,NONE
-1,6.520141,4.61108,6.490624,4.588921,15.98892,0.2751633,3.105108,0.301003,NONE
-1,6.520134,4.611075,6.49063,4.588926,15.98892,0.2756695,3.105106,0.4024926,NONE
-1,6.520128,4.611071,6.490637,4.588931,15.98893,0.2757417,3.105106,0.503508,NONE
-1,6.520123,4.611067,6.490642,4.588934,15.98893,0.2757473,3.105114,0.6031982,NONE
-1,6.520115,4.611061,6.49065,4.58894,15.98894,0.2757444,3.105114,0.7007768,ACCELERATE
-1,6.520109,4.611057,6.490655,4.588944,15.98894,0.2757436,3.105119,0.8001587,ACCELERATE
-1,6.520101,4.611052,6.490664,4.58895,15.98895,0.2757457,3.105145,0.9013386,ACCELERATE
-1,6.520094,4.611047,6.49067,4.588954,15.98895,0.2757428,3.105141,1.001523,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757433,3.10514,1.101171,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.200719,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.303459,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.402381,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.503534,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.600758,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.701159,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.802686,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,1.901273,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757436,3.10514,2.000728,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.103022,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.203409,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.303356,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.401255,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.503073,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.603062,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.700733,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.802535,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,2.900723,ACCELERATE
-1,6.520093,4.611046,6.490671,4.588955,15.98895,0.2757435,3.10514,3.000063,ACCELERATE
-1,6.520123,4.611031,6.490642,4.588971,15.98897,0.2757145,3.193285,3.102916,ACCELERATE
-1,6.520149,4.610995,6.490616,4.589006,15.98901,0.2757007,3.442588,3.205667,ACCELERATE
-1,6.520161,4.610947,6.490605,4.589055,15.98906,0.2756968,3.801627,3.300449,ACCELERATE
-1,6.520215,4.610899,6.490551,4.589102,15.9891,0.2840564,4.318421,3.403893,ACCELERATE
-1,6.520286,4.610882,6.490479,4.589119,15.98912,0.2784838,4.928442,3.502043,ACCELERATE
-1,6.520404,4.610861,6.490362,4.58914,15.98914,0.2799713,5.677126,3.604262,ACCELERATE
-1,6.523429,4.610955,6.487352,4.589047,15.98901,0.2789888,6.48625,3.700617,LEFT_ACCELERATE
-1,6.71649,4.634068,6.308013,4.568639,15.96511,0.2793287,7.440781,3.803051,LEFT_ACCELERATE
-1,6.787867,4.672172,6.242008,4.531081,15.92807,0.2790994,8.445938,3.901881,ACCELERATE
-1,6.838405,4.707223,6.194035,4.496017,15.89246,0.2792075,9.556166,4.003501,ACCELERATE
-1,6.888988,4.742194,6.146031,4.461038,15.85755,0.2791379,10.73504,4.105061,ACCELERATE
-1,6.937739,4.775797,6.099786,4.427432,15.82398,0.279172,11.92056,4.20226,ACCELERATE
-1,7.193201,4.833742,5.897935,4.377599,15.76869,0.2791551,13.2019,4.303172,LEFT_ACCELERATE
-1,7.844163,4.99163,5.469238,4.254323,15.62411,0.2791667,14.53211,4.405004,LEFT_ACCELERATE
-1,8.16929,-1,5.225804,4.086367,15.45628,0.2791596,15.86028,4.503913,ACCELERATE
-1,8.428865,-1,5.015421,3.92144,15.2933,0.2791606,17.23226,4.603461,ACCELERATE
-1,8.683258,-1,4.80915,3.75978,15.13309,0.2791585,18.6371,4.703181,ACCELERATE
-1,8.930218,-1,4.609045,3.60313,14.97499,0.2791585,20.06039,4.802362,ACCELERATE
-1,9.183271,-1,4.40411,3.442807,14.8176,0.2791578,21.50182,4.901261,ACCELERATE
-1,9.43961,-1,4.196599,3.280535,14.65576,0.2791585,23.00086,5.00281,ACCELERATE
-1,9.689408,-1,3.994438,3.122485,14.49713,0.2791581,24.48144,5.102784,ACCELERATE
-1,9.946229,-1,3.786644,2.960054,14.33535,0.2791601,25.99911,5.20525,ACCELERATE
-1,-1,-1,3.592109,2.807999,14.18553,0.27916,27.40926,5.300453,ACCELERATE
-1,-1,-1,3.387163,2.647813,14.02411,0.2791591,28.93202,5.403255,ACCELERATE
-1,-1,-1,3.187533,2.491785,13.87222,0.2791599,30.36686,5.500122,ACCELERATE
-1,-1,-1,2.982686,2.331678,13.71156,0.2791595,31.88606,5.602683,ACCELERATE
-1,-1,-1,2.777779,2.171523,13.55293,0.2791598,33.38693,5.704004,ACCELERATE
-1,-1,-1,2.576166,2.01849,13.40092,0.2791591,34.81185,5.80021,LEFT_ACCELERATE
-1,-1,-1,2.250921,1.82362,13.18697,0.2791606,36.30202,5.90135,LEFT_ACCELERATE
-1,-1,-1,1.923882,1.545845,12.89617,0.279162,37.75547,6.000885,ACCELERATE
19.50231,-1,-1,1.768957,1.323827,12.60039,0.2791614,39.22894,6.101783,ACCELERATE
17.98622,9.963345,-1,1.781628,1.227509,12.31003,0.2791607,40.7146,6.20341,ACCELERATE
16.69735,9.545584,-1,1.979466,1.254526,12.02887,0.2791605,42.1416,6.30106,LEFT_ACCELERATE
16.08562,9.316295,-1,2.182703,1.329423,11.64355,0.2791665,43.64458,6.405355,LEFT_ACCELERATE
16.23752,9.357213,-1,2.165528,1.349586,11.10584,0.2791851,45.01161,6.504223,LEFT_ACCELERATE
16.15224,9.33275,-1,2.155081,1.328771,10.41614,0.2791794,46.28975,6.601898,LEFT_ACCELERATE
15.23927,8.99702,-1,2.50003,1.386507,9.649935,0.2791681,47.55778,6.701391,ACCELERATE
13.9304,8.456977,-1,3.677739,1.62448,8.89199,0.2791634,48.82694,6.800646,LEFT_ACCELERATE
13.24972,8.024416,-1,5.601588,1.961525,8.057643,0.2791645,50.09378,6.902587,LEFT_ACCELERATE
13.32902,7.805865,-1,6.262191,2.23185,7.101531,0.2791872,51.22727,7.002394,LEFT_ACCELERATE
14.24579,7.815458,-1,5.314848,2.383705,5.954844,0.2792045,52.20345,7.10389,LEFT_ACCELERATE
15.40271,7.877876,-1,4.923316,2.452977,4.717429,0.279194,52.96179,7.201606,LEFT_ACCELERATE
16.27617,7.79758,-1,5.074113,2.531944,3.332038,0.2791818,53.63876,7.305244,LEFT_ACCELERATE
18.90797,7.851356,-1,4.85488,2.584386,1.97401,0.2791862,54.15469,7.402974,LEFT_ACCELERATE
-1,8.282829,-1,4.108882,2.533663,0.5162464,0.2792085,54.471,7.50349,LEFT_ACCELERATE
-1,9.157334,-1,3.381574,2.350848,-0.9664682,0.2792026,54.53489,7.603485,LEFT_ACCELERATE
-1,-1,-1,2.860472,2.104834,-2.398986,0.2791874,54.42507,7.700123,LEFT_ACCELERATE
-1,-1,-1,2.482601,1.856929,-3.917017,0.2791715,54.23634,7.802865,LEFT_ACCELERATE
-1,-1,-1,2.258227,1.681751,-5.412844,0.2791649,54.07329,7.903913,ACCELERATE
-1,-1,-1,2.085073,1.552017,-6.867858,0.279162,53.94522,8.001986,ACCELERATE
-1,-1,-1,1.931998,1.437579,-8.383763,0.2791612,53.83128,8.104048,ACCELERATE
-1,-1,-1,1.804503,1.342451,-9.811901,0.279161,53.7355,8.200142,RIGHT_ACCELERATE
-1,-1,-1,1.74736,1.270595,-11.30208,0.2791625,53.66881,8.300312,RIGHT_ACCELERATE
-1,-1,-1,1.712628,1.238621,-12.79732,0.2791607,53.63614,8.400723,ACCELERATE
-1,-1,-1,1.665158,1.204228,-14.32418,0.2791609,53.60267,8.503254,ACCELERATE
-1,-1,-1,1.620973,1.172299,-15.77342,0.2791604,53.57052,8.600572,ACCELERATE
-1,-1,-1,1.574485,1.138702,-17.27681,0.2791607,53.53688,8.701526,ACCELERATE
-1,-1,-1,1.527786,1.104949,-18.77624,0.2791602,53.50311,8.802217,ACCELERATE
-1,-1,-1,1.480765,1.070956,-20.27291,0.2791609,53.46926,8.90272,ACCELERATE
-1,-1,-1,1.433943,1.037107,-21.78143,0.2791606,53.43504,9.004021,ACCELERATE
-1,-1,-1,1.391567,1.004132,-23.2311,0.2791608,53.40207,9.101368,ACCELERATE
18.708,-1,-1,1.431323,0.9825556,-24.76977,0.2791609,53.3667,9.204692,LEFT_ACCELERATE
17.76136,9.983975,-1,1.535884,1.009657,-26.25434,0.2791618,53.29465,9.304523,LEFT_ACCELERATE
16.90802,9.726486,-1,1.674094,1.048629,-27.74002,0.2791637,53.13055,9.404912,LEFT_ACCELERATE
15.51857,9.217098,-1,2.134783,1.193907,-29.17523,0.2791607,52.9595,9.501951,ACCELERATE
14.1879,8.651308,-1,3.126411,1.47709,-30.64083,0.279161,52.78365,9.601057,LEFT_ACCELERATE
13.48913,8.23755,-1,4.426464,1.807229,-32.10637,0.279166,52.5212,9.701136,LEFT_ACCELERATE
13.45579,8.033446,-1,5.039227,2.064193,-33.53392,0.2791911,52.07813,9.801759,LEFT_ACCELERATE
14.14017,8.096732,-1,4.510891,2.185626,-34.86666,0.2792097,51.39722,9.902658,LEFT_ACCELERATE
14.82606,8.226627,-1,4.13596,2.203489,-36.02423,0.2792017,50.52745,10.00021,LEFT_ACCELERATE
14.9522,8.212269,-1,4.157627,2.209228,-37.13292,0.2791843,49.46848,10.10332,LEFT_ACCELERATE
14.45079,7.984225,-1,4.75915,2.294548,-38.12168,0.2791744,48.4201,10.20012,LEFT_ACCELERATE
14.72657,7.91503,-1,4.883898,2.396842,-39.07646,0.2791791,47.22532,10.303,LEFT_ACCELERATE
16.62534,8.131645,-1,4.300632,2.401644,-39.81066,0.2792047,45.96166,10.40146,LEFT_ACCELERATE
-1,8.65656,-1,3.547087,2.284192,-40.32577,0.2792073,44.54179,10.5033,LEFT_ACCELERATE
-1,9.140717,-1,3.044479,2.091317,-40.62942,0.2791923,43.06513,10.60478,LEFT_ACCELERATE
